;title;url;rating;review_count;price
41;Durgod Taurus K320 TKL Mechanical Gaming Keyboard - 87 Keys - Double Shot PBT - NKRO - USB Type C (Cherry Brown, White);https://www.amazon.com/DURGOD-Mechanical-Keyboard-Connector-Typists/dp/B07B8DS585/ref=sr_1_46?crid=S4CZCD6PTNU6&dchild=1&keywords=keyboard&qid=1594377044&s=computers-intl-ship&sprefix=key%2Caps%2C252&sr=1-46;4.6 out of 5 stars;448;99.0
42;Wireless Keyboard and Mouse, seenda 2.4GHz Silent USB Wireless Keyboard Mouse Combo with Numeric Keypad for Computer, Desktop, PC, Laptop, Surface, Smart TV and Windows 10/8/ 7 - Black;https://www.amazon.com/Wireless-Keyboard-Numeric-Computer-Desktop/dp/B083TWG15D/ref=sr_1_47?crid=S4CZCD6PTNU6&dchild=1&keywords=keyboard&qid=1594377044&s=computers-intl-ship&sprefix=key%2Caps%2C252&sr=1-47;4.6 out of 5 stars;103;29.99
43;Bluetooth Keyboard - Seenda Universal Bluetooth Rechargeable Wireless Keyboard with Number Pad Full-Size Ergonomic Slim Quiet Design for Windows Android Computer Desktop PC Laptop Surface Smart TV;https://www.amazon.com/Bluetooth-Keyboard-Universal-Rechargeable-Full-Size/dp/B086JHXL7W/ref=sr_1_48?crid=S4CZCD6PTNU6&dchild=1&keywords=keyboard&qid=1594377044&s=computers-intl-ship&sprefix=key%2Caps%2C252&sr=1-48;4.3 out of 5 stars;22;29.99
44;Tecware Phantom 87 Key Mechanical Keyboard, RGB led, Outemu RED Switch;https://www.amazon.com/Tecware-Phantom-Mechanical-Keyboard-Outemu/dp/B079HQM71L/ref=sr_1_49?crid=S4CZCD6PTNU6&dchild=1&keywords=keyboard&qid=1594377044&s=computers-intl-ship&sprefix=key%2Caps%2C252&sr=1-49;4.6 out of 5 stars;1189;45.99
45;Gaming Keyboard and Mouse and Mouse pad and Gaming Headset, Wired LED RGB Backlight Bundle for PC Gamers and Xbox and PS4 Users - 4 in 1 Edition Hornet RX-250;https://www.amazon.com/Gaming-Keyboard-Headset-Backlight-Bundle/dp/B07TVK8WJP/ref=sr_1_50?crid=S4CZCD6PTNU6&dchild=1&keywords=keyboard&qid=1594377044&s=computers-intl-ship&sprefix=key%2Caps%2C252&sr=1-50;4.3 out of 5 stars;1821;49.99
46;Macally Ultra-Slim USB Wired Keyboard with Number Keypad for Apple Mac Pro, MacBook Pro/Air, iMac, Mac Mini, Laptop Computers, Windows Desktop PC Laptops, Silver (SLIMKEYPROA);https://www.amazon.com/Macally-Ultra-Slim-Keyboard-Computers-SLIMKEYPROA/dp/B07FFV7T4H/ref=sr_1_51?crid=S4CZCD6PTNU6&dchild=1&keywords=keyboard&qid=1594377044&s=computers-intl-ship&sprefix=key%2Caps%2C252&sr=1-51;4.1 out of 5 stars;238;49.99
47;Foldable Bluetooth Keyboard with Touchpad - Samsers Portable Wireless Keyboard with Stand Holder, Rechargeable Full Size Ultra Slim Pocket Folding Keyboard for Android Windows IOS Tablet & Laptop-Gray;https://www.amazon.com/Foldable-Bluetooth-Keyboard-Touchpad-Rechargeable/dp/B07XMM1XJV/ref=sr_1_52?crid=S4CZCD6PTNU6&dchild=1&keywords=keyboard&qid=1594377044&s=computers-intl-ship&sprefix=key%2Caps%2C252&sr=1-52;4.5 out of 5 stars;655;29.99
48;HKB1992 Universal Slim Portable Wireless Bluetooth Colors Backlit Keyboard with Builtin Rechargeable Battery Automatic Sleep Function with 7-Color Backlight (Black RGB);https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers-intl-ship_sr_pg3_1?ie=UTF8&adId=A06842793T44MRFI7SMB6&url=%2FUniversal-Bluetooth-Rechargeable-Automatic-Backlight%2Fdp%2FB085B883XQ%2Fref%3Dsr_1_53_sspa%3Fcrid%3DS4CZCD6PTNU6%26dchild%3D1%26keywords%3Dkeyboard%26qid%3D1594377044%26s%3Dcomputers-intl-ship%26sprefix%3Dkey%252Caps%252C252%26sr%3D1-53-spons%26psc%3D1&qualifier=1594377399&id=1992621520732896&widgetName=sp_btf;4.1 out of 5 stars;37;15.99
49;Macally Ultra Slim USB Wired Computer Keyboard - Works as Windows or Mac Wired Keyboard - Full Size Keyboard with Numeric Keypad & 20 Shortcut Keys - Plug and Play Mac Keyboard - White;https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers-intl-ship_sr_pg3_1?ie=UTF8&adId=A00034551X2OTKV8APK5U&url=%2FMacally-Ultra-Slim-Computer-Keyboard-ACEKEY%2Fdp%2FB077926YZQ%2Fref%3Dsr_1_54_sspa%3Fcrid%3DS4CZCD6PTNU6%26dchild%3D1%26keywords%3Dkeyboard%26qid%3D1594377044%26s%3Dcomputers-intl-ship%26sprefix%3Dkey%252Caps%252C252%26sr%3D1-54-spons%26psc%3D1&qualifier=1594377399&id=1992621520732896&widgetName=sp_btf;3.9 out of 5 stars;192;39.99
50;Belkin F8E263-BLK WaveRest Gel Wrist Pad for Keyboards, Black;https://www.amazon.com/Belkin-WaveRest-Wrist-Keyboards-F8E263-BLK/dp/B00004Z5RA/ref=sr_1_51?crid=S4CZCD6PTNU6&dchild=1&keywords=keyboard&qid=1594377044&s=computers-intl-ship&sprefix=key%2Caps%2C252&sr=1-51;4.3 out of 5 stars;10509;11.52
