;title;url;rating;review_count;price
49;Samsung CF390 Series 27 inch FHD 1920x1080 Curved Desktop Monitor for Business, HDMI, VGA, VESA mountable, 3-Year Warranty, TAA (C27F390FHN), Black;https://www.amazon.com/Samsung-27-inch-Business-C27F390FHN-LED-Lit/dp/B01IPHVFUI/ref=sr_1_68?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-68;4.5 out of 5 stars;205;189.99
50;LG 32MA68HY-P 32-Inch IPS Monitor with Display Port and HDMI Inputs;https://www.amazon.com/LG-32MA68HY-P-32-Inch-Monitor-Display/dp/B01IA9FXAO/ref=sr_1_71?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-71;4.4 out of 5 stars;1340;266.99
51;"HP Newest 27"" Widescreen IPS LED Full HD (1920x1080) Monitor, 5ms Response Time, 10,000,000:1 Contrast Ratio, FreeSync, 2X HDMI and 1x VGA Input, 178° View Angle, 75Hz Refresh Rate, Natural Silver";https://www.amazon.com/HP-Widescreen-1920x1080-Monitor-Response/dp/B07K4QDNVX/ref=sr_1_72?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-72;4.3 out of 5 stars;92;186.0
52;LG 32QN600-B 32-Inch QHD (2560 x 1440) IPS Monitor with HDR 10, AMD FreeSync with Dual HDMI Inputs, Black;https://www.amazon.com/LG-32QN600-B-32-Inch-Monitor-FreeSync/dp/B088YN9LBK/ref=sr_1_73?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-73;4.6 out of 5 stars;75;296.99
53;"LG 32GK650F-B 32"" QHD Gaming Monitor with 144Hz Refresh Rate and Radeon FreeSync Technology";https://www.amazon.com/LG-32GK650F-B-Monitor-FreeSync-Technology/dp/B07FLGR2PN/ref=sr_1_74?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-74;4.6 out of 5 stars;474;396.99
54;ViewSonic VA2719-2K-SMHD 27 Inch IPS 2K 1440p Frameless LED Monitor with HDMI and VGA Inputs for Home and Office,Black;https://www.amazon.com/ViewSonic-VA2719-2K-SMHD-Frameless-Monitor-Inputs/dp/B0749R9Q3J/ref=sr_1_75?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-75;3.9 out of 5 stars;201;219.99
55;AOC e1659Fwu 15.6-Inch Ultra Slim 1366x768 Res 200 cd/m2 Brightness USB 3.0-Powered Portable LED Monitor w/ Case;https://www.amazon.com/AOC-e1659Fwu-1366x768-Brightness-3-0-Powered/dp/B00CMKOVMO/ref=sr_1_76?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-76;3.7 out of 5 stars;3443;99.99
56;HP EliteDisplay E233 23-Inch Screen LED-Lit Monitor Silver (1FH46A8#ABA), Black;https://www.amazon.com/HP-EliteDisplay-23-Inch-1FH46A8-ABA/dp/B0756H5DF4/ref=sr_1_75?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-75;4.6 out of 5 stars;95;159.99
57;ViewSonic VA2246M-LED 22 Inch Full HD 1080p LED Monitor with DVI and VGA Inputs,Black;https://www.amazon.com/ViewSonic-VA2246M-LED-1080p-Monitor-Inputs/dp/B00D78QCYK/ref=sr_1_76?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-76;4.4 out of 5 stars;828;89.99
58;"Sceptre IPS 27"" Gaming 165Hz 144Hz HDMI DisplayPort FHD LED Monitor, AMD FreeSync FPS RTS Build-in Speakers Machine Black 2020 (E275B-FPT168)";https://www.amazon.com/Sceptre-DisplayPort-FreeSync-Speakers-E275B-FPT168/dp/B0887V61WG/ref=sr_1_77?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-77;4.5 out of 5 stars;67;279.97
59;"Samsung SD850 32"" WQHD (2560x1440) 16:9 Aspect Ratio LED-LitMonitor (LS32D85KTSR/ZA)";https://www.amazon.com/Samsung-Monitor-WQHD-pulgadas-S32D850T/dp/B00L3KNOF4/ref=sr_1_78?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-78;4.2 out of 5 stars;564;399.99
60;LG 22MK430H-B 21.5-Inch Full HD Monitor with AMD FreeSync, Black;https://www.amazon.com/LG-22MK430H-B-21-5-Inch-Monitor-FreeSync/dp/B07JF8DQZJ/ref=sr_1_79?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-79;4.4 out of 5 stars;142;89.99
61;ASUS VL279HE 27” Eye Care Monitor, 1080P Full HD (1920 x 1080), IPS, 75Hz, Adaptive-Sync, FreeSync, HDMI D-Sub, Frameless, Slim, Wall Mountable, Flicker Free and Blue Light Filter,BLACK;https://www.amazon.com/ASUS-VL279HE-Adaptive-Sync-Frameless-Mountable/dp/B085HLDX1Z/ref=sr_1_83?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-83;4.1 out of 5 stars;16;149.0
62;Samsung Business SH850 Series 24 Inch QHD 2560x1440 Desktop Monitor for Business (in White) with USB-C, HDMI, DisplayPort, 3-Year Warranty, TAA (S24H851QFN);https://www.amazon.com/Monitor-escritorio-Samsung-empresas-Blanco/dp/B07STYFWC5/ref=sr_1_84?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-84;3.4 out of 5 stars;6;318.01
63;"Sceptre C248W-1920R 24"" Curved 75Hz Gaming LED Monitor Full HD 1080P HDMI DisplayPort VGA Speakers Ultra Thin Metal Black";https://www.amazon.com/Sceptre-C248W-1920R-Monitor-DisplayPort-Speakers/dp/B07CY7W3VC/ref=sr_1_85?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-85;4.4 out of 5 stars;990;119.98
64;"Acer G276HL Kbmidx 27"" Full HD (1920 x 1080) VA Zero Frame Monitor with Built-in Speakers (HDMI, DVI & VGA Ports)";https://www.amazon.com/Acer-G276HL-Kbmidx-Monitor-Speakers/dp/B075D5NDFZ/ref=sr_1_87?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-87;4.3 out of 5 stars;2987;196.99
65;"MSI Full HD FreeSync Gaming Monitor 24"" Curved Non-Glare 1ms LED Wide Screen 1920 X 1080 75Hz Refresh Rate (Optix G241VC)";https://www.amazon.com/MSI-FreeSync-Non-Glare-Optix-G241VC/dp/B07QR7KTG2/ref=sr_1_88?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-88;4.5 out of 5 stars;99;149.99
